filename,max_power
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153648.csv,1935.744269203013
Laptop_Schenker-W503_r1_MK1_20160126161033.csv,83.85017077642051
Laptop_Schenker-W503_r1_MK1_20160126161054.csv,82.94354186504658
Laptop_Schenker-W503_r1_MK1_20160126161121.csv,83.12713749876897
Laptop_Schenker-W503_r1_MK1_20160126161142.csv,83.02824592732246
Laptop_Schenker-W503_r1_MK1_20160126161205.csv,86.04570441314625
Laptop_Schenker-W503_r1_MK1_20160126161228.csv,83.78053940644347
Laptop_Schenker-W503_r1_MK1_20160126161251.csv,82.71706015688859
Laptop_Schenker-W503_r1_MK1_20160126161312.csv,83.11830220983582
Laptop_Schenker-W503_r1_MK1_20160126161334.csv,82.61347484447509
Laptop_Schenker-W503_r1_MK1_20160126161357.csv,83.85074513750911
SandwichMaker_ClatronicST3011_r2_MK1_20160503220543.csv,677.0487298127173
SandwichMaker_ClatronicST3011_r2_MK1_20160503220552.csv,678.1137683293971
SandwichMaker_ClatronicST3011_r2_MK1_20160503220614.csv,676.5957191803835
SandwichMaker_ClatronicST3011_r2_MK1_20160503220647.csv,682.0601286271811
SandwichMaker_ClatronicST3011_r2_MK1_20160503220746.csv,679.4635799762316
SandwichMaker_ClatronicST3011_r2_MK1_20160503220753.csv,677.2630806878552
SandwichMaker_ClatronicST3011_r2_MK1_20160503220800.csv,678.3512709927809
SandwichMaker_ClatronicST3011_r2_MK1_20160503220809.csv,680.2272564000467
SandwichMaker_ClatronicST3011_r2_MK1_20160503220818.csv,680.853917700295
SandwichMaker_ClatronicST3011_r2_MK1_20160503220826.csv,678.9599405792696
RiceCooker_PanasonicSRG06_r2_MK1_20160503221300.csv,329.50578372751363
RiceCooker_PanasonicSRG06_r2_MK1_20160503221311.csv,327.15003743636487
RiceCooker_PanasonicSRG06_r2_MK1_20160503221319.csv,326.8069751612985
RiceCooker_PanasonicSRG06_r2_MK1_20160503221326.csv,326.9528825009125
RiceCooker_PanasonicSRG06_r2_MK1_20160503221332.csv,328.0802523894007
RiceCooker_PanasonicSRG06_r2_MK1_20160503221339.csv,327.8326377963338
RiceCooker_PanasonicSRG06_r2_MK1_20160503221348.csv,326.56069333241834
RiceCooker_PanasonicSRG06_r2_MK1_20160503221356.csv,324.7816024934573
RiceCooker_PanasonicSRG06_r2_MK1_20160503221402.csv,325.41811486326264
RiceCooker_PanasonicSRG06_r2_MK1_20160503221414.csv,324.53805296510535
RiceCooker_arendo301224_r2_MK1_20160503221730.csv,387.27247844798296
RiceCooker_arendo301224_r2_MK1_20160503221738.csv,387.5531273761975
RiceCooker_arendo301224_r2_MK1_20160503221745.csv,387.642312272036
RiceCooker_arendo301224_r2_MK1_20160503221753.csv,388.8922006272081
RiceCooker_arendo301224_r2_MK1_20160503221801.csv,388.53625186192033
RiceCooker_arendo301224_r2_MK1_20160503221808.csv,388.4721728277279
RiceCooker_arendo301224_r2_MK1_20160503221817.csv,388.90314429550597
RiceCooker_arendo301224_r2_MK1_20160503221827.csv,387.22713667181745
RiceCooker_arendo301224_r2_MK1_20160503221836.csv,386.43166042754007
RiceCooker_arendo301224_r2_MK1_20160503221906.csv,385.3085526385525
CoffeeMachine_SIEMENS_r7_MK1_20160505235142.csv,1005.6657852592348
CoffeeMachine_SIEMENS_r7_MK1_20160505235150.csv,1004.0333526620013
CoffeeMachine_SIEMENS_r7_MK1_20160505235225.csv,1002.0740303138333
CoffeeMachine_SIEMENS_r7_MK1_20160505235233.csv,1005.4410705017062
CoffeeMachine_SIEMENS_r7_MK1_20160505235243.csv,1000.9702232943229
CoffeeMachine_SIEMENS_r7_MK1_20160505235252.csv,998.053335127036
CoffeeMachine_SIEMENS_r7_MK1_20160505235301.csv,998.1248212493435
CoffeeMachine_SIEMENS_r7_MK1_20160505235311.csv,1005.1814649153996
CoffeeMachine_SIEMENS_r7_MK1_20160505235324.csv,1005.7693292492613
