label,3_har,5_har,7_har,9_har,11_har,13_har,15_har,17_har,19_har,21_har,23_har,25_har,27_har,29_har,31_har,33_har,35_har,37_har,39_har,41_har,43_har,45_har,47_har,49_har
Fan,0.02333088016757548,0.017028670582219862,0.0013260721800028618,0.0027064592534864337,0.0010697742025456728,0.00048269682821570464,0.0003815933370183382,0.0002862481795255833,0.00022691387593865034,0.0001705928795747921,0.00014541293215994327,0.0001318239994054949,0.0001229233041719318,0.00010124684773626293,9.937660468113606e-05,8.350818351870986e-05,9.013616806507849e-05,7.385007433828094e-05,8.266666809686963e-05,6.046994098446968e-05,6.451626148630616e-05,6.097006834887578e-05,5.602825698268559e-05,5.248207387195523e-05
Fan,0.01779861008728542,0.008057990101219575,0.001345812522505576,0.0008438868534500101,0.0010149336621122422,0.0004246191693371016,0.0005880482052333781,0.00023787390946323575,0.00029495419243588016,0.00016812211543250767,0.0002166412847891637,0.0001664608253233185,0.00013041742228902547,0.00010818529424153681,0.00010144004575291154,9.366936114793236e-05,8.908806737688205e-05,8.372826841849657e-05,7.81018492803139e-05,6.40291182713777e-05,6.850916609667877e-05,6.250643952642261e-05,5.894037008390521e-05,6.67536146656181e-05
Fan,0.006895752321606627,0.005012817599482052,0.00034674990409096354,0.0012340695007166049,0.00041375250104610584,0.000352679697466487,0.0003671217446683093,0.0002649428011364789,0.00017420308506185128,0.00015856780682381623,0.00012310377931392798,0.0001306211550222569,9.87597921460151e-05,8.850458847766282e-05,8.253680507841059e-05,7.133926754649405e-05,7.294306428889231e-05,6.691008014446227e-05,5.877694463472518e-05,6.649296989335408e-05,4.707238170281624e-05,5.0388368450187704e-05,4.937570816511853e-05,4.4866138473157935e-05
Fan,0.008346283905237204,0.0021161169563492063,0.0009657749223951009,0.0017065766021875754,0.0014206253564222578,0.00027201126069511096,0.00030607612714698507,0.00023433552497805477,0.00023247090734446551,0.0001551503054070277,0.0001525571780171663,0.00015365101255488566,0.00010875747438707864,0.00010186231079672967,7.756984844707927e-05,5.905067473764716e-05,6.588895200916448e-05,5.9599569414483294e-05,5.3898232550231484e-05,5.059403631641816e-05,4.412569446610413e-05,4.0820767717668665e-05,4.514569710467407e-05,4.1017012794123044e-05
Fan,0.01169340269980228,0.0033106797388393564,0.0008702757849574979,0.001271853298220139,0.0012907172123875167,0.0004186429316454326,0.0003426501639961134,0.00016234965088856763,0.0001838567988569266,0.0001652154212693899,0.00010671715505437958,9.58066781352154e-05,0.00012060821984787835,7.987957556124246e-05,6.35634074164191e-05,6.610842655109238e-05,7.450910098267834e-05,5.573305150775418e-05,4.3153315889449105e-05,5.826197671718379e-05,4.73814422780384e-05,3.633232507642974e-05,4.187668192718021e-05,4.3880948195318764e-05
Fan,0.02362381730932189,0.018183482112697335,0.0018696179978797182,0.0017427334913853708,0.0008576045428984798,0.0005705985210655427,0.000568770733590801,0.00023418247107983466,0.0002215113505424425,0.00020224978587792512,0.00015397154312351104,0.0001539952169746257,0.0001362107525201381,0.00011967322965249748,0.00010228669366333813,7.630414389097076e-05,7.223850159124291e-05,6.381512056014677e-05,7.798172149070928e-05,7.109835869496922e-05,6.0152800802719624e-05,5.425841622976162e-05,5.061918839421187e-05,5.046958342618812e-05
Fan,0.010265363990071344,0.0014838355790809492,0.0009308946259159706,0.0017717654966587352,0.0009247205050991457,0.0004236306997390696,0.00029081704441467763,0.00023950248519309235,0.00018433692605853504,0.00019420424364876456,0.00018190348581011628,0.00010908253471293655,0.00010782937738555836,0.00010518088471716801,8.948059397022339e-05,7.07112124951792e-05,6.590696989381864e-05,5.197626735049496e-05,5.3031254526955164e-05,4.749017682246404e-05,4.732761604380724e-05,4.0820910796131723e-05,4.27053071078091e-05,4.1337239757166094e-05
Fan,0.007817312603498182,0.006211028479937484,0.0005793873306514108,0.0012379128416126533,0.0008493595745544251,0.00030754954957461016,0.00025934980453639397,0.00023216668466751717,0.000123787596600253,0.00015259138488053645,0.0001579084543330369,8.151538116636432e-05,9.149758757135474e-05,7.500490214802842e-05,7.285144467306146e-05,5.2094430408176364e-05,5.254481499235656e-05,4.308614508739869e-05,4.295507840191433e-05,4.3182231529112804e-05,3.789049602807962e-05,3.467583291984837e-05,3.6891590979125686e-05,3.48560676192769e-05
Fan,0.023692833862799353,0.019691693979770063,0.0015183783910274063,0.00252061089963762,0.0011771858647972881,0.00046162907285848386,0.0007271379342163741,0.0002953355571423794,0.00034244086084944263,0.0001741706885937184,0.00022671863728115772,0.00021042160180558813,0.00010735087528832006,0.00011660454637604723,6.912078463891583e-05,7.870399963239662e-05,7.05867725740521e-05,6.1202685726032e-05,6.395362108217396e-05,5.440879043778425e-05,5.1489244259986594e-05,5.210647797591682e-05,5.0746521916044845e-05,4.813069664685877e-05
Fan,0.02506248928591216,0.015069941378098299,0.0007368699377322901,0.0009419161625399274,0.0007933144981745177,0.0003429356220610022,0.0003161773465915057,0.00017226325105230918,0.00018401636861081465,0.00012034506340598364,0.00011632283505603928,9.815245881317173e-05,8.45177903122898e-05,6.446222320249758e-05,5.896700243178249e-05,6.668477449399837e-05,5.329577446094533e-05,4.764390253170391e-05,5.0816419456803156e-05,4.849618803133301e-05,4.447439133424158e-05,4.252871308330355e-05,3.7280093738825494e-05,3.8149591377795594e-05
BenchGrinder,0.004791246418311725,0.0046919602548502444,0.0005368042939607674,0.0006719225591507336,0.0005931146245477577,0.00018852923438310233,0.0002741716188448852,9.253833585954506e-05,5.2804852966034146e-05,8.571761649686076e-05,4.74330961318627e-05,4.168914060306958e-05,3.1696803368700614e-05,3.308590189894512e-05,2.7285378733018956e-05,2.6335620659490654e-05,2.4495937364401273e-05,2.5274740523969875e-05,2.4185050129785393e-05,2.1479732372066125e-05,2.062772424031431e-05,2.1738881014107372e-05,2.0374463438024954e-05,2.0034883227506308e-05
BenchGrinder,0.0019098992871316666,0.004024529504655292,0.0023235941382865493,0.0004149523498983951,0.0008359508523261847,0.0003852275581316966,9.413854686561017e-05,0.00011308512005375764,6.027333362194267e-05,4.1534716630769184e-05,3.547158057363809e-05,4.077780617884382e-05,4.198632128501154e-05,3.2430219661050016e-05,2.8001625708314817e-05,2.681633822496625e-05,2.869076472565274e-05,2.7338388561366837e-05,2.6048437458117303e-05,2.2995477909021858e-05,2.3306732474817826e-05,2.3010033426545364e-05,2.0506662805300844e-05,2.018667749728997e-05
BenchGrinder,0.026070917379153846,0.007658199537575559,0.0016714905186916169,0.0013126475601505073,0.002363933940876371,0.0006399459193714185,0.00029407927604465197,0.00022122029923241684,0.00012335798032304872,7.967858125921087e-05,6.637018261549727e-05,6.029422995075888e-05,4.9905491218624036e-05,3.8830171845209706e-05,3.6955134310042154e-05,3.915959033811397e-05,3.1235635064243816e-05,2.871738645203779e-05,3.11703249091863e-05,2.8509354722145284e-05,2.46145632171544e-05,2.612122494822217e-05,2.345212885645917e-05,2.3882711745363648e-05
BenchGrinder,0.031938137435887665,0.013341350858953419,0.0077354371284410976,0.0014653525251851884,0.0005940815071241132,0.0008893128570959068,0.0006665692488767099,0.0003955545633851429,0.00015616169008636984,9.555820518970966e-05,5.9283502326282046e-05,3.8047186413926406e-05,5.991482367434199e-05,4.785852249516879e-05,3.228507718106102e-05,3.316985968413337e-05,2.9628018233735548e-05,2.700360710004886e-05,2.9386260211858418e-05,2.6278169447329027e-05,2.680992309647847e-05,2.3576332784833967e-05,2.7399048264932425e-05,2.207801876203951e-05
BenchGrinder,0.03450431161860212,0.01581778106484987,0.0128724576131023,0.00572959371065074,0.009449589285035753,0.005093218376295893,0.002731820501873343,0.0013129376708294826,0.0005344548881091994,0.0007983625240930006,0.000360174358649884,0.0002572386990015389,0.000249858299955427,6.846189019988055e-05,8.862255586354915e-05,4.695911758298633e-05,6.542527166383344e-05,5.372944126384066e-05,6.768535197959619e-05,3.7478392903843605e-05,2.9624340019661915e-05,3.292829996938555e-05,6.15857291104555e-05,2.7778060041389e-05
BenchGrinder,0.027769285009994104,0.01847983171617867,0.01599531877857098,0.006175442995843478,0.010502517311010528,0.0035916657733011167,0.003121923314809908,0.001392271210886966,0.0006924833576361612,0.001049951818093693,0.0003474476280648347,0.00031541037720959344,0.00026653757868578474,0.00010449943654433425,0.00015080187860448045,6.275972529088623e-05,6.50699308948716e-05,6.614695227118832e-05,7.044856293604348e-05,3.635134875033473e-05,3.9262398557820574e-05,4.109440175688277e-05,4.8397487516134136e-05,2.358773735514355e-05
BenchGrinder,0.03864258168102439,0.015190335054477451,0.020820966205602476,0.005962138739536164,0.010437404611316365,0.005672075608278425,0.002376350945879332,0.0015586650854879564,0.0009256494264584396,0.001075692635358452,0.0004478991822387145,0.0002377089053148338,0.0003111360597683873,0.00011703496561054891,0.00012575512401767663,7.947514806884075e-05,6.449608430776634e-05,5.528824106463193e-05,8.05455187769094e-05,4.1479179526310715e-05,3.917284923333466e-05,4.1479174335483e-05,7.484646602036675e-05,4.198840412933497e-05
BenchGrinder,0.04192927373100339,0.017462358353311603,0.018809263208255135,0.00747121636535798,0.010027442105700913,0.005340961754463965,0.003660962050302125,0.0014932488381360891,0.0007417849331879231,0.0012192638720888117,0.0003754054641936458,0.00033630878308763516,0.00028414519837428317,9.369829817655368e-05,0.00015864057733566515,6.427871126538242e-05,7.342070107352103e-05,4.884069234784204e-05,9.363293293856844e-05,4.908739261101165e-05,3.893273463628047e-05,5.663844827040082e-05,7.36328420664518e-05,4.416377842662011e-05
BenchGrinder,0.04130730871374484,0.02292595197232895,0.023552202039496272,0.008830257284006991,0.011832847255334816,0.0049794389326855565,0.0031756550334895396,0.0019098534626573235,0.0009677412834389993,0.001273304577654508,0.0005574974610087666,0.0002969965661100615,0.0003008674739483584,0.00012308026350980322,0.0001652764019679075,6.079686558683689e-05,0.00013674585476928911,0.00011250161517294825,0.0001105206022886055,6.908529114654351e-05,7.143836743975408e-05,5.268964068402329e-05,8.40425391576964e-05,4.356550773232046e-05
BenchGrinder,0.04204965935151038,0.02264755429919807,0.02351629606471036,0.008125524533175298,0.011406393072060837,0.004896404328098646,0.003409722780856738,0.001984853884969447,0.0010585279412508848,0.001281463089439612,0.0004618138680917689,0.00027741135183010545,0.0002946790530197597,0.00014338910418864695,0.00012003082728194992,6.109739462528268e-05,0.00012438878003594728,0.00011333396429565287,8.98482248894298e-05,5.005724676185577e-05,6.490391291497734e-05,4.447313948839671e-05,7.553167597120728e-05,3.8614658323346804e-05
LEDLight,0.17668906566306905,0.02096095799089779,0.05470701240854421,0.06536310089716306,0.045462859704547436,0.021104383988288216,0.013393125031665514,0.028117380703630134,0.016930167074269076,0.004835564823752702,0.00771847046204325,0.011819796201982874,0.002306418358145181,0.003889304854885001,0.003858152969166624,0.004520604771334965,0.005593138755656741,0.0019234831342457633,0.000670401320685153,0.0029789217887122416,0.005124273439538419,0.0035163532557417297,0.000755748607197931,0.004133690545104891
LEDLight,0.19320437406433755,0.02123471465683044,0.04330873101590765,0.05929612096502735,0.05148752645571743,0.030018074952836083,0.013126223004400502,0.021590340663830462,0.015003337683058868,0.005823468929706339,0.008859884404328501,0.010777728598672385,0.0020737824399988903,0.0029315207828955435,0.0035243136243184215,0.003848751317691517,0.0052132864663849456,0.0017843273891710654,0.0007826973814976543,0.002254983860787767,0.004135541082717091,0.0034597297286559346,0.0009326656447470857,0.004413068637595097
