filename,i_rms
Fan_Cyclone3000_r4_MK2_20151102051929.csv,1.871609664201663
Fan_Cyclone3000_r4_MK2_20151102051942.csv,1.637164737636956
Fan_Cyclone3000_r4_MK2_20151102051951.csv,1.648812994328143
Fan_Cyclone3000_r4_MK2_20151102052001.csv,1.6504044286686244
Fan_Cyclone3000_r4_MK2_20151102052012.csv,1.6926841893019504
Fan_Cyclone3000_r4_MK2_20151102052023.csv,1.6949510424779515
Fan_Cyclone3000_r4_MK2_20151102052041.csv,1.8034756924433126
Fan_Cyclone3000_r4_MK2_20151102052054.csv,1.7258434162056644
Fan_Cyclone3000_r4_MK2_20151102052106.csv,1.6973400343708733
Fan_Cyclone3000_r4_MK2_20151102052118.csv,1.7269662708687155
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102052641.csv,2.631576273306711
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102052742.csv,2.603156785288675
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102052858.csv,2.5862214449855507
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102052915.csv,2.5669900923046205
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102052941.csv,2.548380905510696
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102052958.csv,2.535114137852748
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053025.csv,2.5190334468918434
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053055.csv,2.515182310149105
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053246.csv,2.526173529818664
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053347.csv,2.5274084383078
LEDLight_IceCube_r4_MK2_20151102063558.csv,0.13337024405489875
LEDLight_IceCube_r4_MK2_20151102063608.csv,0.13379148127941015
LEDLight_IceCube_r4_MK2_20151102063619.csv,0.13394318298991334
LEDLight_IceCube_r4_MK2_20151102063630.csv,0.1343084875572539
LEDLight_IceCube_r4_MK2_20151102063639.csv,0.13384843698615806
LEDLight_IceCube_r4_MK2_20151102063707.csv,0.13363522067896094
LEDLight_IceCube_r4_MK2_20151102063720.csv,0.13370795545417427
LEDLight_IceCube_r4_MK2_20151102063730.csv,0.13347343053660696
LEDLight_IceCube_r4_MK2_20151102063740.csv,0.13318133310692634
LEDLight_IceCube_r4_MK2_20151102063753.csv,0.13370304038000239
GameConsole_PS3_r2_MK2_20151115001145.csv,0.3023885585659992
GameConsole_PS3_r2_MK2_20151115001221.csv,0.30352229750645254
GameConsole_PS3_r2_MK2_20151115001301.csv,0.30368173439851753
GameConsole_PS3_r2_MK2_20151115001413.csv,0.30265449058025085
GameConsole_PS3_r2_MK2_20151115001510.csv,0.3016730377288685
GameConsole_PS3_r2_MK2_20151115001620.csv,0.3023488913746388
GameConsole_PS3_r2_MK2_20151115001735.csv,0.3025508431448227
GameConsole_PS3_r2_MK2_20151115001938.csv,0.3041337012675713
GameConsole_PS3_r2_MK2_20151115002129.csv,0.30135801013203534
GameConsole_PS3_r2_MK2_20151115002346.csv,0.3023849864924076
GameConsole_WII_r2_MK2_20151115004217.csv,0.14721528992424662
GameConsole_WII_r2_MK2_20151115004234.csv,0.14696660994403848
GameConsole_WII_r2_MK2_20151115004310.csv,0.14756332737210706
GameConsole_WII_r2_MK2_20151115004335.csv,0.14750540992341787
GameConsole_WII_r2_MK2_20151115004401.csv,0.14665783516442077
GameConsole_WII_r2_MK2_20151115004429.csv,0.14696170992853153
GameConsole_WII_r2_MK2_20151115004457.csv,0.14798512535975322
GameConsole_WII_r2_MK2_20151115004520.csv,0.14711582963455128
GameConsole_WII_r2_MK2_20151115004549.csv,0.14339928503839114
GameConsole_WII_r2_MK2_20151115004611.csv,0.14699981341104063
GameConsole_PS1_r2_MK2_20151115005043.csv,0.06062973435615892
GameConsole_PS1_r2_MK2_20151115005055.csv,0.060644952141644684
GameConsole_PS1_r2_MK2_20151115005107.csv,0.06107325531753482
GameConsole_PS1_r2_MK2_20151115005118.csv,0.06106746589156494
GameConsole_PS1_r2_MK2_20151115005130.csv,0.061330646314767395
GameConsole_PS1_r2_MK2_20151115005142.csv,0.06132751953997516
GameConsole_PS1_r2_MK2_20151115005154.csv,0.06067049864610379
GameConsole_PS1_r2_MK2_20151115005207.csv,0.06134865302984263
GameConsole_PS1_r2_MK2_20151115005220.csv,0.060972491799294475
GameConsole_PS1_r2_MK2_20151115005233.csv,0.06131535500836387
GameConsole_SegaMegaDrive_r2_MK2_20151115010518.csv,0.07757683675517384
GameConsole_SegaMegaDrive_r2_MK2_20151115010629.csv,0.07744509804398517
GameConsole_SegaMegaDrive_r2_MK2_20151115010734.csv,0.07701777710419845
GameConsole_SegaMegaDrive_r2_MK2_20151115010810.csv,0.07703614939997226
GameConsole_SegaMegaDrive_r2_MK2_20151115010833.csv,0.0773301839546333
GameConsole_SegaMegaDrive_r2_MK2_20151115010908.csv,0.07727686939274118
GameConsole_SegaMegaDrive_r2_MK2_20151115010946.csv,0.07735198194118158
GameConsole_SegaMegaDrive_r2_MK2_20151115011008.csv,0.07726689611179073
GameConsole_SegaMegaDrive_r2_MK2_20151115011028.csv,0.07692246494721355
GameConsole_SegaMegaDrive_r2_MK2_20151115011056.csv,0.0770148422018601
TV_Fujitsu_r2_MK2_20151115123924.csv,0.30233540633077444
TV_Fujitsu_r2_MK2_20151115123943.csv,0.3027806897872884
TV_Fujitsu_r2_MK2_20151115124003.csv,0.3091806562606608
TV_Fujitsu_r2_MK2_20151115124024.csv,0.306966089640997
TV_Fujitsu_r2_MK2_20151115124043.csv,0.3058516983486779
TV_Fujitsu_r2_MK2_20151115124110.csv,0.3051684243926614
TV_Fujitsu_r2_MK2_20151115124132.csv,0.3066349560911953
TV_Fujitsu_r2_MK2_20151115124159.csv,0.3048822505642424
TV_Fujitsu_r2_MK2_20151115124227.csv,0.30295031777579057
TV_Fujitsu_r2_MK2_20151115124255.csv,0.3061200191510885
WashingMachine_Privileg_r2_MK2_20151115132244.csv,0.2863433693892024
WashingMachine_Privileg_r2_MK2_20151115132324.csv,0.24880890502553332
WashingMachine_Privileg_r2_MK2_20151115132341.csv,0.18119032050336337
WashingMachine_Privileg_r2_MK2_20151115132402.csv,0.18304669787001598
WashingMachine_Privileg_r2_MK2_20151115132423.csv,0.1773267373316655
WashingMachine_Privileg_r2_MK2_20151115132448.csv,0.19189598365473223
WashingMachine_Privileg_r2_MK2_20151115132508.csv,0.17626337494948352
WashingMachine_Privileg_r2_MK2_20151115132526.csv,0.16069170385394085
WashingMachine_Privileg_r2_MK2_20151115132539.csv,0.13546168733793199
WashingMachine_Privileg_r2_MK2_20151115132554.csv,0.13944569460713382
