filename,min_power
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153648.csv,1.2750977571916404
Laptop_Schenker-W503_r1_MK1_20160126161033.csv,13.332800331682416
Laptop_Schenker-W503_r1_MK1_20160126161054.csv,7.257608230916316
Laptop_Schenker-W503_r1_MK1_20160126161121.csv,7.405846032610505
Laptop_Schenker-W503_r1_MK1_20160126161142.csv,7.664085903977913
Laptop_Schenker-W503_r1_MK1_20160126161205.csv,13.047069687479071
Laptop_Schenker-W503_r1_MK1_20160126161228.csv,9.32996150606086
Laptop_Schenker-W503_r1_MK1_20160126161251.csv,12.62030392787282
Laptop_Schenker-W503_r1_MK1_20160126161312.csv,8.475299682266705
Laptop_Schenker-W503_r1_MK1_20160126161334.csv,12.512407960479575
Laptop_Schenker-W503_r1_MK1_20160126161357.csv,8.054301375960994
SandwichMaker_ClatronicST3011_r2_MK1_20160503220543.csv,0.9705620112366418
SandwichMaker_ClatronicST3011_r2_MK1_20160503220552.csv,0.9940465217173236
SandwichMaker_ClatronicST3011_r2_MK1_20160503220614.csv,0.9757686989827508
SandwichMaker_ClatronicST3011_r2_MK1_20160503220647.csv,0.9927536734833874
SandwichMaker_ClatronicST3011_r2_MK1_20160503220746.csv,0.9966064335514376
SandwichMaker_ClatronicST3011_r2_MK1_20160503220753.csv,0.9514770290058302
SandwichMaker_ClatronicST3011_r2_MK1_20160503220800.csv,0.9001696931848687
SandwichMaker_ClatronicST3011_r2_MK1_20160503220809.csv,0.8951321794254422
SandwichMaker_ClatronicST3011_r2_MK1_20160503220818.csv,0.9674839287236028
SandwichMaker_ClatronicST3011_r2_MK1_20160503220826.csv,0.8981795212971956
RiceCooker_PanasonicSRG06_r2_MK1_20160503221300.csv,1.0260954820170844
RiceCooker_PanasonicSRG06_r2_MK1_20160503221311.csv,0.9655766025293288
RiceCooker_PanasonicSRG06_r2_MK1_20160503221319.csv,0.9606994223107252
RiceCooker_PanasonicSRG06_r2_MK1_20160503221326.csv,1.0210065329362914
RiceCooker_PanasonicSRG06_r2_MK1_20160503221332.csv,0.9376156117359509
RiceCooker_PanasonicSRG06_r2_MK1_20160503221339.csv,1.0376104306419067
RiceCooker_PanasonicSRG06_r2_MK1_20160503221348.csv,0.9197859728172456
RiceCooker_PanasonicSRG06_r2_MK1_20160503221356.csv,0.9308411512842778
RiceCooker_PanasonicSRG06_r2_MK1_20160503221402.csv,0.9495540311120771
RiceCooker_PanasonicSRG06_r2_MK1_20160503221414.csv,0.9118881060106178
RiceCooker_arendo301224_r2_MK1_20160503221730.csv,0.9365528829866712
RiceCooker_arendo301224_r2_MK1_20160503221738.csv,0.9861201913539498
RiceCooker_arendo301224_r2_MK1_20160503221745.csv,0.9891064537815799
